Store_ID,Product_ID,Stock_On_Hand,Product_Cost,Product_Price,Inventory_Cost_Value,Inventory_Retail_Value,Potential_Profit,Total Units Sold,Average Daily Sales,Stock Coverage Days,Stock Risk,Business_Action
1,129,14,11.98,24.3,167.72,340.2,172.48,38,0.104109589,134.4736842,Healthy,MAINTAIN
1,149,30,6.95,12.63,208.5,378.9,170.4,45,0.123287671,243.3333333,Healthy,MAINTAIN
1,68,21,8.89,12.28,186.69,257.88,71.19,51,0.139726027,150.2941176,Healthy,MAINTAIN
1,81,27,5.44,11.68,146.88,315.36,168.48,64,0.175342466,153.984375,Healthy,MAINTAIN
1,80,0,9.37,14.04,0,0,0,44,0.120547945,0,Critical,REORDER
1,121,28,5.55,10.39,155.4,290.92,135.52,42,0.115068493,243.3333333,Healthy,MAINTAIN
1,169,9,21.59,37.56,194.31,338.04,143.73,25,0.068493151,131.4,Healthy,MAINTAIN
1,51,1,5.79,12.39,5.79,12.39,6.6,64,0.175342466,5.703125,Critical,REORDER
1,170,32,4.57,8.29,146.24,265.28,119.04,52,0.142465753,224.6153846,Healthy,MAINTAIN
1,98,0,11.71,18.04,0,0,0,40,0.109589041,0,Critical,REORDER
1,150,26,6.3,12.33,163.8,320.58,156.78,47,0.128767123,201.9148936,Healthy,MAINTAIN
1,73,19,16.92,26.26,321.48,498.94,177.46,33,0.090410959,210.1515152,Healthy,MAINTAIN
1,125,17,16.37,27.1,278.29,460.7,182.41,20,0.054794521,310.25,Healthy,MAINTAIN
1,134,20,7.92,10.93,158.4,218.6,60.2,66,0.180821918,110.6060606,Healthy,MAINTAIN
1,118,28,3.92,6.35,109.76,177.8,68.04,28,0.076712329,365,Healthy,MAINTAIN
1,131,19,15.25,32.12,289.75,610.28,320.53,21,0.057534247,330.2380952,Healthy,MAINTAIN
1,43,0,11.01,21.98,0,0,0,43,0.117808219,0,Critical,REORDER
1,127,21,11.98,25,251.58,525,273.42,38,0.104109589,201.7105263,Healthy,MAINTAIN
1,40,34,8.15,13.26,277.1,450.84,173.74,47,0.128767123,264.0425532,Healthy,MAINTAIN
1,79,0,3.85,7.31,0,0,0,41,0.112328767,0,Critical,REORDER
1,135,4,32.24,51.38,128.96,205.52,76.56,17,0.046575342,85.88235294,Healthy,MAINTAIN
1,26,0,9.92,15.04,0,0,0,27,0.073972603,0,Critical,REORDER
1,93,32,6.21,9.24,198.72,295.68,96.96,32,0.087671233,365,Healthy,MAINTAIN
1,46,17,21.34,36.56,362.78,621.52,258.74,26,0.071232877,238.6538462,Healthy,MAINTAIN
1,50,0,10.98,21.87,0,0,0,33,0.090410959,0,Critical,REORDER
1,155,16,18.12,24.68,289.92,394.88,104.96,42,0.115068493,139.047619,Healthy,MAINTAIN
1,24,0,10.06,20.21,0,0,0,48,0.131506849,0,Critical,REORDER
1,59,25,10.62,14.4,265.5,360,94.5,56,0.153424658,162.9464286,Healthy,MAINTAIN
1,82,8,21.17,31.05,169.36,248.4,79.04,29,0.079452055,100.6896552,Healthy,MAINTAIN
1,124,25,4.81,9.52,120.25,238,117.75,33,0.090410959,276.5151515,Healthy,MAINTAIN
1,148,20,14.53,21.76,290.6,435.2,144.6,33,0.090410959,221.2121212,Healthy,MAINTAIN
1,88,27,9.99,21.11,269.73,569.97,300.24,41,0.112328767,240.3658537,Healthy,MAINTAIN
1,10,33,3.15,5.03,103.95,165.99,62.04,29,0.079452055,415.3448276,Healthy,MAINTAIN
1,175,29,6.53,9.47,189.37,274.63,85.26,59,0.161643836,179.4067797,Healthy,MAINTAIN
1,11,0,5.17,8.26,0,0,0,59,0.161643836,0,Critical,REORDER
1,172,0,12.47,26.43,0,0,0,39,0.106849315,0,Critical,REORDER
1,16,27,9.59,14.34,258.93,387.18,128.25,41,0.112328767,240.3658537,Healthy,MAINTAIN
1,119,25,10.15,21.78,253.75,544.5,290.75,24,0.065753425,380.2083333,Healthy,MAINTAIN
1,60,34,10.42,18.59,354.28,632.06,277.78,53,0.145205479,234.1509434,Healthy,MAINTAIN
1,107,21,9.09,16.73,190.89,351.33,160.44,36,0.098630137,212.9166667,Healthy,MAINTAIN
1,143,32,2.96,6,94.72,192,97.28,62,0.169863014,188.3870968,Healthy,MAINTAIN
1,103,16,7.89,12.43,126.24,198.88,72.64,41,0.112328767,142.4390244,Healthy,MAINTAIN
1,177,27,14.8,29.23,399.6,789.21,389.61,42,0.115068493,234.6428571,Healthy,MAINTAIN
1,15,37,6.69,12.49,247.53,462.13,214.6,46,0.126027397,293.5869565,Healthy,MAINTAIN
1,14,30,7.97,14.24,239.1,427.2,188.1,51,0.139726027,214.7058824,Healthy,MAINTAIN
1,49,27,8,13.59,216,366.93,150.93,30,0.082191781,328.5,Healthy,MAINTAIN
1,104,32,5.96,9.28,190.72,296.96,106.24,42,0.115068493,278.0952381,Healthy,MAINTAIN
1,18,31,7.69,13.26,238.39,411.06,172.67,55,0.150684932,205.7272727,Healthy,MAINTAIN
1,142,0,6.31,11.94,0,0,0,49,0.134246575,0,Critical,REORDER
1,95,0,10.6,14.36,0,0,0,44,0.120547945,0,Critical,REORDER
1,102,33,11.33,20.77,373.89,685.41,311.52,38,0.104109589,316.9736842,Healthy,MAINTAIN
1,167,0,9.38,20.16,0,0,0,34,0.093150685,0,Critical,REORDER
1,21,20,14.19,22.92,283.8,458.4,174.6,35,0.095890411,208.5714286,Healthy,MAINTAIN
1,47,26,9.47,15.31,246.22,398.06,151.84,38,0.104109589,249.7368421,Healthy,MAINTAIN
1,94,27,10.25,21.67,276.75,585.09,308.34,37,0.101369863,266.3513514,Healthy,MAINTAIN
1,78,22,6.61,12.24,145.42,269.28,123.86,44,0.120547945,182.5,Healthy,MAINTAIN
1,32,0,7.3,15.98,0,0,0,62,0.169863014,0,Critical,REORDER
1,158,0,13.82,19.81,0,0,0,45,0.123287671,0,Critical,REORDER
1,44,0,6.33,11.57,0,0,0,45,0.123287671,0,Critical,REORDER
1,179,33,5.72,11.37,188.76,375.21,186.45,60,0.164383562,200.75,Healthy,MAINTAIN
1,6,17,13.76,29.92,233.92,508.64,274.72,29,0.079452055,213.9655172,Healthy,MAINTAIN
1,126,0,16.11,25.77,0,0,0,65,0.178082192,0,Critical,REORDER
1,33,23,6.22,8.43,143.06,193.89,50.83,61,0.167123288,137.6229508,Healthy,MAINTAIN
1,56,21,15.38,32.48,322.98,682.08,359.1,41,0.112328767,186.9512195,Healthy,MAINTAIN
1,145,26,5.84,8.01,151.84,208.26,56.42,46,0.126027397,206.3043478,Healthy,MAINTAIN
1,63,0,8.26,14.79,0,0,0,40,0.109589041,0,Critical,REORDER
1,166,25,11.64,22.07,291,551.75,260.75,52,0.142465753,175.4807692,Healthy,MAINTAIN
1,77,29,5.23,7.24,151.67,209.96,58.29,40,0.109589041,264.625,Healthy,MAINTAIN
1,3,25,7.93,11.1,198.25,277.5,79.25,61,0.167123288,149.5901639,Healthy,MAINTAIN
1,1,24,11.86,23.39,284.64,561.36,276.72,27,0.073972603,324.4444444,Healthy,MAINTAIN
1,101,16,15.33,29.26,245.28,468.16,222.88,29,0.079452055,201.3793103,Healthy,MAINTAIN
1,130,6,75.11,142.89,450.66,857.34,406.68,19,0.052054795,115.2631579,Healthy,MAINTAIN
1,72,28,10.65,18.81,298.2,526.68,228.48,29,0.079452055,352.4137931,Healthy,MAINTAIN
1,97,12,25.18,47.95,302.16,575.4,273.24,27,0.073972603,162.2222222,Healthy,MAINTAIN
1,20,32,5.04,10.7,161.28,342.4,181.12,51,0.139726027,229.0196078,Healthy,MAINTAIN
1,58,28,7.54,12.92,211.12,361.76,150.64,46,0.126027397,222.173913,Healthy,MAINTAIN
1,92,23,10.63,21.4,244.49,492.2,247.71,32,0.087671233,262.34375,Healthy,MAINTAIN
1,173,25,10.53,14.85,263.25,371.25,108,61,0.167123288,149.5901639,Healthy,MAINTAIN
1,115,0,11.71,25.4,0,0,0,57,0.156164384,0,Critical,REORDER
1,67,46,3.14,5,144.44,230,85.56,45,0.123287671,373.1111111,Healthy,MAINTAIN
1,106,20,10.89,20.54,217.8,410.8,193,46,0.126027397,158.6956522,Healthy,MAINTAIN
1,110,26,5.63,7.72,146.38,200.72,54.34,49,0.134246575,193.6734694,Healthy,MAINTAIN
1,90,29,13.87,22.84,402.23,662.36,260.13,35,0.095890411,302.4285714,Healthy,MAINTAIN
1,137,1,6.96,10.15,6.96,10.15,3.19,68,0.18630137,5.367647059,Critical,REORDER
1,91,0,12.03,25.31,0,0,0,45,0.123287671,0,Critical,REORDER
1,162,36,4.11,5.71,147.96,205.56,57.6,56,0.153424658,234.6428571,Healthy,MAINTAIN
1,54,26,10.81,16.31,281.06,424.06,143,44,0.120547945,215.6818182,Healthy,MAINTAIN
1,108,13,20.07,35.5,260.91,461.5,200.59,50,0.136986301,94.9,Healthy,MAINTAIN
1,61,21,4.14,6.01,86.94,126.21,39.27,40,0.109589041,191.625,Healthy,MAINTAIN
1,161,8,22.15,41.86,177.2,334.88,157.68,37,0.101369863,78.91891892,Healthy,MAINTAIN
1,31,19,10.79,15.25,205.01,289.75,84.74,41,0.112328767,169.1463415,Healthy,MAINTAIN
1,70,5,34.98,55.51,174.9,277.55,102.65,16,0.043835616,114.0625,Healthy,MAINTAIN
1,180,32,6.63,13.5,212.16,432,219.84,37,0.101369863,315.6756757,Healthy,MAINTAIN
1,4,32,7.93,16.54,253.76,529.28,275.52,36,0.098630137,324.4444444,Healthy,MAINTAIN
1,45,19,8.85,15.88,168.15,301.72,133.57,46,0.126027397,150.7608696,Healthy,MAINTAIN
1,89,24,10.41,17.05,249.84,409.2,159.36,42,0.115068493,208.5714286,Healthy,MAINTAIN
1,71,36,8.12,11.96,292.32,430.56,138.24,30,0.082191781,438,Healthy,MAINTAIN
1,168,23,7.3,13.43,167.9,308.89,140.99,59,0.161643836,142.2881356,Healthy,MAINTAIN
1,116,20,8.67,17.99,173.4,359.8,186.4,34,0.093150685,214.7058824,Healthy,MAINTAIN
1,163,0,19.94,35.45,0,0,0,55,0.150684932,0,Critical,REORDER
1,65,21,10.4,22.55,218.4,473.55,255.15,56,0.153424658,136.875,Healthy,MAINTAIN
1,146,22,8.47,18.37,186.34,404.14,217.8,34,0.093150685,236.1764706,Healthy,MAINTAIN
1,164,32,4.1,8.52,131.2,272.64,141.44,41,0.112328767,284.8780488,Healthy,MAINTAIN
1,8,23,12.16,18.31,279.68,421.13,141.45,37,0.101369863,226.8918919,Healthy,MAINTAIN
1,178,0,10.69,21.73,0,0,0,55,0.150684932,0,Critical,REORDER
1,38,26,7.61,14.31,197.86,372.06,174.2,39,0.106849315,243.3333333,Healthy,MAINTAIN
1,176,25,14.4,27.97,360,699.25,339.25,41,0.112328767,222.5609756,Healthy,MAINTAIN
1,29,27,7.01,11.14,189.27,300.78,111.51,36,0.098630137,273.75,Healthy,MAINTAIN
1,5,12,21.51,29.41,258.12,352.92,94.8,31,0.084931507,141.2903226,Healthy,MAINTAIN
1,138,20,16.43,29.47,328.6,589.4,260.8,31,0.084931507,235.483871,Healthy,MAINTAIN
1,27,0,8.47,14.23,0,0,0,41,0.112328767,0,Critical,REORDER
1,7,28,6.97,10.49,195.16,293.72,98.56,34,0.093150685,300.5882353,Healthy,MAINTAIN
1,74,21,13.65,26.88,286.65,564.48,277.83,26,0.071232877,294.8076923,Healthy,MAINTAIN
1,156,21,6.12,8.87,128.52,186.27,57.75,57,0.156164384,134.4736842,Healthy,MAINTAIN
1,157,15,11.52,20.2,172.8,303,130.2,56,0.153424658,97.76785714,Healthy,MAINTAIN
2,23,33,4.35,9.46,143.55,312.18,168.63,48,0.131506849,250.9375,Healthy,MAINTAIN
2,117,33,5.66,11.74,186.78,387.42,200.64,51,0.139726027,236.1764706,Healthy,MAINTAIN
2,15,31,6.69,12.49,207.39,387.19,179.8,40,0.109589041,282.875,Healthy,MAINTAIN
2,153,2,29,49.49,58,98.98,40.98,34,0.093150685,21.47058824,Healthy,MAINTAIN
2,106,25,10.89,20.54,272.25,513.5,241.25,31,0.084931507,294.3548387,Healthy,MAINTAIN
2,173,22,10.53,14.85,231.66,326.7,95.04,70,0.191780822,114.7142857,Healthy,MAINTAIN
2,95,28,10.6,14.36,296.8,402.08,105.28,39,0.106849315,262.0512821,Healthy,MAINTAIN
2,166,16,11.64,22.07,186.24,353.12,166.88,57,0.156164384,102.4561404,Healthy,MAINTAIN
2,28,32,7.65,12.09,244.8,386.88,142.08,38,0.104109589,307.3684211,Healthy,MAINTAIN
2,77,18,5.23,7.24,94.14,130.32,36.18,44,0.120547945,149.3181818,Healthy,MAINTAIN
2,13,15,20.21,30.71,303.15,460.65,157.5,19,0.052054795,288.1578947,Healthy,MAINTAIN
2,145,32,5.84,8.01,186.88,256.32,69.44,56,0.153424658,208.5714286,Healthy,MAINTAIN
2,16,26,9.59,14.34,249.34,372.84,123.5,39,0.106849315,243.3333333,Healthy,MAINTAIN
2,48,35,7.66,13.65,268.1,477.75,209.65,40,0.109589041,319.375,Healthy,MAINTAIN
2,152,19,14.95,29.56,284.05,561.64,277.59,46,0.126027397,150.7608696,Healthy,MAINTAIN
2,44,30,6.33,11.57,189.9,347.1,157.2,55,0.150684932,199.0909091,Healthy,MAINTAIN
2,90,22,13.87,22.84,305.14,502.48,197.34,41,0.112328767,195.8536585,Healthy,MAINTAIN
2,116,30,8.67,17.99,260.1,539.7,279.6,42,0.115068493,260.7142857,Healthy,MAINTAIN
2,43,23,11.01,21.98,253.23,505.54,252.31,48,0.131506849,174.8958333,Healthy,MAINTAIN
2,60,23,10.42,18.59,239.66,427.57,187.91,41,0.112328767,204.7560976,Healthy,MAINTAIN
2,79,25,3.85,7.31,96.25,182.75,86.5,47,0.128767123,194.1489362,Healthy,MAINTAIN
2,50,33,10.98,21.87,362.34,721.71,359.37,45,0.123287671,267.6666667,Healthy,MAINTAIN
2,164,22,4.1,8.52,90.2,187.44,97.24,44,0.120547945,182.5,Healthy,MAINTAIN
2,84,27,7.56,15.84,204.12,427.68,223.56,30,0.082191781,328.5,Healthy,MAINTAIN
2,3,23,7.93,11.1,182.39,255.3,72.91,40,0.109589041,209.875,Healthy,MAINTAIN
2,149,19,6.95,12.63,132.05,239.97,107.92,61,0.167123288,113.6885246,Healthy,MAINTAIN
2,157,24,11.52,20.2,276.48,484.8,208.32,57,0.156164384,153.6842105,Healthy,MAINTAIN
2,159,30,1.52,2.28,45.6,68.4,22.8,64,0.175342466,171.09375,Healthy,MAINTAIN
2,179,33,5.72,11.37,188.76,375.21,186.45,40,0.109589041,301.125,Healthy,MAINTAIN
2,83,16,5.87,12.54,93.92,200.64,106.72,65,0.178082192,89.84615385,Healthy,MAINTAIN
2,61,29,4.14,6.01,120.06,174.29,54.23,82,0.224657534,129.0853659,Healthy,MAINTAIN
2,89,36,10.41,17.05,374.76,613.8,239.04,39,0.106849315,336.9230769,Healthy,MAINTAIN
2,1,19,11.86,23.39,225.34,444.41,219.07,56,0.153424658,123.8392857,Healthy,MAINTAIN
2,94,26,10.25,21.67,266.5,563.42,296.92,42,0.115068493,225.952381,Healthy,MAINTAIN
2,131,11,15.25,32.12,167.75,353.32,185.57,44,0.120547945,91.25,Healthy,MAINTAIN
2,68,32,8.89,12.28,284.48,392.96,108.48,44,0.120547945,265.4545455,Healthy,MAINTAIN
2,69,31,9.33,13,289.23,403,113.77,46,0.126027397,245.9782609,Healthy,MAINTAIN
2,168,33,7.3,13.43,240.9,443.19,202.29,43,0.117808219,280.1162791,Healthy,MAINTAIN
2,118,33,3.92,6.35,129.36,209.55,80.19,52,0.142465753,231.6346154,Healthy,MAINTAIN
2,63,27,8.26,14.79,223.02,399.33,176.31,47,0.128767123,209.6808511,Healthy,MAINTAIN
2,126,19,16.11,25.77,306.09,489.63,183.54,34,0.093150685,203.9705882,Healthy,MAINTAIN
2,52,28,6.85,13.95,191.8,390.6,198.8,66,0.180821918,154.8484848,Healthy,MAINTAIN
2,19,25,8.96,12.36,224,309,85,57,0.156164384,160.0877193,Healthy,MAINTAIN
2,174,33,6.41,10.39,211.53,342.87,131.34,48,0.131506849,250.9375,Healthy,MAINTAIN
2,56,19,15.38,32.48,292.22,617.12,324.9,35,0.095890411,198.1428571,Healthy,MAINTAIN
2,33,25,6.22,8.43,155.5,210.75,55.25,57,0.156164384,160.0877193,Healthy,MAINTAIN
2,134,37,7.92,10.93,293.04,404.41,111.37,55,0.150684932,245.5454545,Healthy,MAINTAIN
2,107,22,9.09,16.73,199.98,368.06,168.08,46,0.126027397,174.5652174,Healthy,MAINTAIN
2,128,35,11.97,25.45,418.95,890.75,471.8,23,0.063013699,555.4347826,Healthy,MAINTAIN
2,139,29,6.09,11.45,176.61,332.05,155.44,57,0.156164384,185.7017544,Healthy,MAINTAIN
2,163,16,19.94,35.45,319.04,567.2,248.16,33,0.090410959,176.969697,Healthy,MAINTAIN
2,161,13,22.15,41.86,287.95,544.18,256.23,45,0.123287671,105.4444444,Healthy,MAINTAIN
2,104,33,5.96,9.28,196.68,306.24,109.56,43,0.117808219,280.1162791,Healthy,MAINTAIN
2,39,35,6.93,11.19,242.55,391.65,149.1,33,0.090410959,387.1212121,Healthy,MAINTAIN
2,49,21,8,13.59,168,285.39,117.39,44,0.120547945,174.2045455,Healthy,MAINTAIN
2,102,21,11.33,20.77,237.93,436.17,198.24,38,0.104109589,201.7105263,Healthy,MAINTAIN
2,123,35,9.32,19.53,326.2,683.55,357.35,44,0.120547945,290.3409091,Healthy,MAINTAIN
2,80,29,9.37,14.04,271.73,407.16,135.43,22,0.060273973,481.1363636,Healthy,MAINTAIN
2,138,18,16.43,29.47,295.74,530.46,234.72,32,0.087671233,205.3125,Healthy,MAINTAIN
2,21,17,14.19,22.92,241.23,389.64,148.41,46,0.126027397,134.8913043,Healthy,MAINTAIN
2,111,34,5.01,10.77,170.34,366.18,195.84,56,0.153424658,221.6071429,Healthy,MAINTAIN
2,140,17,13.12,18.66,223.04,317.22,94.18,70,0.191780822,88.64285714,Healthy,MAINTAIN
2,146,24,8.47,18.37,203.28,440.88,237.6,71,0.194520548,123.3802817,Healthy,MAINTAIN
2,154,13,15.92,24.84,206.96,322.92,115.96,59,0.161643836,80.42372881,Healthy,MAINTAIN
2,158,15,13.82,19.81,207.3,297.15,89.85,57,0.156164384,96.05263158,Healthy,MAINTAIN
2,165,36,5.26,7.42,189.36,267.12,77.76,65,0.178082192,202.1538462,Healthy,MAINTAIN
2,171,21,8.3,17.99,174.3,377.79,203.49,62,0.169863014,123.6290323,Healthy,MAINTAIN
2,167,30,9.38,20.16,281.4,604.8,323.4,43,0.117808219,254.6511628,Healthy,MAINTAIN
2,141,20,9.25,16.74,185,334.8,149.8,49,0.134246575,148.9795918,Healthy,MAINTAIN
2,64,27,11.27,21.95,304.29,592.65,288.36,43,0.117808219,229.1860465,Healthy,MAINTAIN
2,155,8,18.12,24.68,144.96,197.44,52.48,48,0.131506849,60.83333333,Healthy,MAINTAIN
2,62,31,7.16,11.72,221.96,363.32,141.36,59,0.161643836,191.779661,Healthy,MAINTAIN
2,105,29,8.65,18.24,250.85,528.96,278.11,36,0.098630137,294.0277778,Healthy,MAINTAIN
2,91,21,12.03,25.31,252.63,531.51,278.88,64,0.175342466,119.765625,Healthy,MAINTAIN
2,45,32,8.85,15.88,283.2,508.16,224.96,38,0.104109589,307.3684211,Healthy,MAINTAIN
2,10,38,3.15,5.03,119.7,191.14,71.44,53,0.145205479,261.6981132,Healthy,MAINTAIN
2,71,26,8.12,11.96,211.12,310.96,99.84,46,0.126027397,206.3043478,Healthy,MAINTAIN
2,132,15,12.91,21.14,193.65,317.1,123.45,51,0.139726027,107.3529412,Healthy,MAINTAIN
2,12,25,10.73,17.83,268.25,445.75,177.5,85,0.232876712,107.3529412,Healthy,MAINTAIN
2,113,24,7.98,10.88,191.52,261.12,69.6,47,0.128767123,186.3829787,Healthy,MAINTAIN
2,6,25,13.76,29.92,344,748,404,50,0.136986301,182.5,Healthy,MAINTAIN
2,31,18,10.79,15.25,194.22,274.5,80.28,34,0.093150685,193.2352941,Healthy,MAINTAIN
2,170,45,4.57,8.29,205.65,373.05,167.4,65,0.178082192,252.6923077,Healthy,MAINTAIN
2,27,31,8.47,14.23,262.57,441.13,178.56,48,0.131506849,235.7291667,Healthy,MAINTAIN
2,178,21,10.69,21.73,224.49,456.33,231.84,54,0.147945205,141.9444444,Healthy,MAINTAIN
2,137,32,6.96,10.15,222.72,324.8,102.08,79,0.216438356,147.8481013,Healthy,MAINTAIN
2,101,23,15.33,29.26,352.59,672.98,320.39,60,0.164383562,139.9166667,Healthy,MAINTAIN
2,76,30,4.17,7.53,125.1,225.9,100.8,71,0.194520548,154.2253521,Healthy,MAINTAIN
2,122,19,9.82,21.52,186.58,408.88,222.3,67,0.183561644,103.5074627,Healthy,MAINTAIN
2,100,14,13.91,27.6,194.74,386.4,191.66,65,0.178082192,78.61538462,Healthy,MAINTAIN
2,17,28,6.49,12.54,181.72,351.12,169.4,27,0.073972603,378.5185185,Healthy,MAINTAIN
2,34,36,12.63,25.8,454.68,928.8,474.12,47,0.128767123,279.5744681,Healthy,MAINTAIN
2,38,27,7.61,14.31,205.47,386.37,180.9,40,0.109589041,246.375,Healthy,MAINTAIN
2,41,22,14.11,29.69,310.42,653.18,342.76,38,0.104109589,211.3157895,Healthy,MAINTAIN
2,42,13,19.03,33.33,247.39,433.29,185.9,29,0.079452055,163.6206897,Healthy,MAINTAIN
2,148,16,14.53,21.76,232.48,348.16,115.68,63,0.17260274,92.6984127,Healthy,MAINTAIN
2,18,30,7.69,13.26,230.7,397.8,167.1,49,0.134246575,223.4693878,Healthy,MAINTAIN
2,70,6,34.98,55.51,209.88,333.06,123.18,30,0.082191781,73,Healthy,MAINTAIN
2,75,17,19.52,36.86,331.84,626.62,294.78,47,0.128767123,132.0212766,Healthy,MAINTAIN
2,133,33,5.9,10.87,194.7,358.71,164.01,41,0.112328767,293.7804878,Healthy,MAINTAIN
2,121,23,5.55,10.39,127.65,238.97,111.32,54,0.147945205,155.462963,Healthy,MAINTAIN
2,98,24,11.71,18.04,281.04,432.96,151.92,48,0.131506849,182.5,Healthy,MAINTAIN
2,143,32,2.96,6,94.72,192,97.28,48,0.131506849,243.3333333,Healthy,MAINTAIN
2,58,25,7.54,12.92,188.5,323,134.5,54,0.147945205,168.9814815,Healthy,MAINTAIN
2,26,35,9.92,15.04,347.2,526.4,179.2,57,0.156164384,224.122807,Healthy,MAINTAIN
2,4,28,7.93,16.54,222.04,463.12,241.08,41,0.112328767,249.2682927,Healthy,MAINTAIN
2,22,21,4.61,8.26,96.81,173.46,76.65,43,0.117808219,178.255814,Healthy,MAINTAIN
2,73,16,16.92,26.26,270.72,420.16,149.44,53,0.145205479,110.1886792,Healthy,MAINTAIN
2,103,30,7.89,12.43,236.7,372.9,136.2,62,0.169863014,176.6129032,Healthy,MAINTAIN
3,138,20,16.43,29.47,328.6,589.4,260.8,29,0.079452055,251.7241379,Healthy,MAINTAIN
3,70,3,34.98,55.51,104.94,166.53,61.59,15,0.04109589,73,Healthy,MAINTAIN
3,13,16,20.21,30.71,323.36,491.36,168,20,0.054794521,292,Healthy,MAINTAIN
3,52,28,6.85,13.95,191.8,390.6,198.8,49,0.134246575,208.5714286,Healthy,MAINTAIN
3,157,24,11.52,20.2,276.48,484.8,208.32,22,0.060273973,398.1818182,Healthy,MAINTAIN
3,19,19,8.96,12.36,170.24,234.84,64.6,60,0.164383562,115.5833333,Healthy,MAINTAIN
3,139,40,6.09,11.45,243.6,458,214.4,64,0.175342466,228.125,Healthy,MAINTAIN
3,171,21,8.3,17.99,174.3,377.79,203.49,41,0.112328767,186.9512195,Healthy,MAINTAIN
3,98,27,11.71,18.04,316.17,487.08,170.91,46,0.126027397,214.2391304,Healthy,MAINTAIN
3,176,17,14.4,27.97,244.8,475.49,230.69,38,0.104109589,163.2894737,Healthy,MAINTAIN
3,118,36,3.92,6.35,141.12,228.6,87.48,50,0.136986301,262.8,Healthy,MAINTAIN
3,77,31,5.23,7.24,162.13,224.44,62.31,37,0.101369863,305.8108108,Healthy,MAINTAIN
3,178,30,10.69,21.73,320.7,651.9,331.2,37,0.101369863,295.9459459,Healthy,MAINTAIN
3,80,27,9.37,14.04,252.99,379.08,126.09,52,0.142465753,189.5192308,Healthy,MAINTAIN
3,174,22,6.41,10.39,141.02,228.58,87.56,39,0.106849315,205.8974359,Healthy,MAINTAIN
3,64,21,11.27,21.95,236.67,460.95,224.28,34,0.093150685,225.4411765,Healthy,MAINTAIN
3,48,19,7.66,13.65,145.54,259.35,113.81,34,0.093150685,203.9705882,Healthy,MAINTAIN
3,158,14,13.82,19.81,193.48,277.34,83.86,47,0.128767123,108.7234043,Healthy,MAINTAIN
3,137,27,6.96,10.15,187.92,274.05,86.13,32,0.087671233,307.96875,Healthy,MAINTAIN
3,90,27,13.87,22.84,374.49,616.68,242.19,42,0.115068493,234.6428571,Healthy,MAINTAIN
3,154,25,15.92,24.84,398,621,223,40,0.109589041,228.125,Healthy,MAINTAIN
3,140,19,13.12,18.66,249.28,354.54,105.26,23,0.063013699,301.5217391,Healthy,MAINTAIN
3,27,24,8.47,14.23,203.28,341.52,138.24,34,0.093150685,257.6470588,Healthy,MAINTAIN
3,135,7,32.24,51.38,225.68,359.66,133.98,20,0.054794521,127.75,Healthy,MAINTAIN
3,112,24,11.77,25.43,282.48,610.32,327.84,27,0.073972603,324.4444444,Healthy,MAINTAIN
